invoice_id,customer_id,invoice_dt,due_dt,amount_usd,status
39f0f83c-9a8d-49d5-8a22-709d79d33741,afa57d66-1ed7-4c3a-9336-ed7960203030,2025-05-21,2024-09-29,28.56,Open
b44e1069-920a-4cd3-b665-4a5df5416805,ffaba371-04a7-4cc6-b50f-d8d07b8197ce,2025-09-12,2025-06-21,273.83,Disputed
03668a6f-6f50-4f14-b6ff-979db646e3ea,6e829510-2a36-45e6-b028-fb420623e618,2024-09-22,2025-03-21,91.07,Open
aa55fe18-31d2-4888-909b-98e67798ca18,69f7dcdf-8eca-45e1-98ad-e72c7b17ab45,2024-02-10,2024-12-26,117.24,Paid
5b98fa2b-494f-4f0e-a5fc-d7439b23b6e7,2ae61d1f-fb93-4cab-8069-57dd80580579,2025-06-27,2024-03-02,206.26,Paid
bd85ff0a-7d00-45e0-8a19-238f62a9cd41,bc53fbb0-fce8-44b4-bcc6-12f708573fb4,2024-05-22,2025-07-12,124.29,Disputed
9c3296ef-4e74-4c54-b08b-5dc440e5647e,160145e3-4543-467e-81ba-2613d173ad9f,2025-02-13,2024-11-24,309.19,Paid
ee602c5f-1b8b-46f4-a54c-b175e73ab87d,c8d7d37f-a539-4762-809a-fb778659ec42,2025-06-19,2025-10-12,244.82,Paid
f8377c91-c8d8-4f8b-8388-d6bceecd234f,7183457c-d2b4-4945-9aff-ec413b234576,2025-09-10,2024-08-07,114.63,Paid
3b4e00c7-6dcd-411f-a4d4-e904f21f3231,29dce70f-5cd8-4895-aa98-bd1eaf4d1982,2025-05-14,2024-07-25,45.39,Paid
1025cc10-c809-41de-aabb-7b9936dcc911,2be5252c-7437-4bd3-a846-da92927e469f,2024-01-30,2025-06-30,191.13,Paid
729ba35a-745e-4e9d-9649-90396c2aebc1,85d07c41-aee3-47d2-bfa0-ba655418cba7,2025-04-17,2024-08-31,145.27,Paid
316cdaa3-ac13-4a3c-a304-bc1fc1306554,8b2c4642-9d95-48af-b0ed-8e5615513ade,2024-06-19,2024-06-26,221.21,Late
cd34f215-8f8a-40cb-b2aa-bdb2056cf3ec,ce875f48-79d2-455c-ac96-5910f2b30ea0,2025-01-05,2024-03-01,65.68,Late
d2e2e7c0-73c9-4eea-b0e9-5befe5bc6b07,e9a41b4e-b8b8-4455-8872-423728824c4b,2024-03-06,2025-08-30,229.16,Open
100622a8-bd32-437a-8fc7-7b0ee798cdaa,5ccc0283-454b-42b1-b258-e4957a88cb12,2024-09-24,2025-06-04,154.71,Late
9d39a89b-b394-401f-9b5e-b3bd30201c05,143eae1d-5694-45fd-8c17-711b6e072f6d,2025-07-31,2024-12-24,73.32,Late
7d3541b6-cb3b-4ab2-89df-8e7ceee03450,4632219e-ce81-458b-ab01-7719aff73f3b,2024-04-11,2024-06-19,148.56,Open
421ca422-d93f-4d11-a56d-134e5259ef8f,b53cbfb5-4dea-4199-ac01-552766a3a5c5,2024-12-26,2024-04-06,585.47,Late
d84d283b-4fbd-4c84-bc90-e6edc5150fe8,6c821944-76df-44ef-958d-0c9655d5ee00,2024-03-20,2025-01-25,164.54,Paid
b32a0614-32ed-4e29-bb93-46226058de8a,e589fbbe-ad26-4e31-b6ee-6083b0ec9b84,2025-01-20,2025-01-06,310.94,Paid
d9898528-d901-445e-bd5d-9c6465be701f,0dff92a4-940e-4ad9-bedd-1fe9e6436365,2025-08-08,2024-06-22,135.97,Late
d54a33dd-8c5c-4866-82b9-5632b375f3ca,54155e22-b9da-4047-b285-5692f514c641,2024-01-08,2024-11-13,93.03,Paid
3c4d7ee3-525f-4772-a328-c8b2418cd9ea,1fb5bcd8-3801-460d-a5f0-8be1cc5d734e,2024-08-13,2024-05-31,208.51,Open
5b213d6d-8b78-4b9c-835c-e781d08d349e,3895893d-c933-46a7-bb7a-bf6db4bb937f,2024-11-05,2025-03-22,565.73,Paid
c71bc0f4-f87f-4660-b16a-d08f1eae748c,a67c401a-2b07-494e-80a8-0678ca7c52d6,2025-05-31,2024-02-14,24.2,Late
5aedfa9a-ea7c-46a1-9239-69f402f6a96e,bf770452-05e1-4de9-a1fa-e30e4d223748,2024-03-08,2024-12-12,312.41,Paid
ddd4e270-50a1-4597-80ea-f2a8c5c0d72c,d41b5966-73bb-4394-9343-237ea956a131,2025-03-12,2024-03-20,73.04,Open
ab0bb2a6-556a-4698-bd8f-aede5c093b08,4ec75799-7b21-4e41-aaa6-c054f9715bfb,2025-08-08,2024-06-06,102.45,Paid
59b407c7-8fad-40a8-b2f1-fed31d9ce8d9,d720a3c5-1b08-474b-a785-319c2bd028cc,2024-12-30,2025-09-01,86.85,Late
ba0a5ff0-7010-4b88-8658-f9e7708b5bca,4414cd07-5cc1-4bfe-8b39-07283f4a22ed,2024-12-13,2024-11-28,293.2,Paid
82f4a370-38e0-4904-b432-2a5c3f6f9260,0ad45bad-5da2-4ed4-912e-6c090a575545,2025-07-01,2024-08-21,186.26,Late
8e5bf567-b8bb-4662-b634-ea05982994bb,2a1c5fca-7e97-4e12-b8c9-0b7ca00e0388,2025-06-14,2025-03-22,154.09,Late
2fd299e2-ce1e-4752-b146-9c98bb32916d,427b7ff1-ea2a-4f5c-bae3-2301231741b4,2024-04-20,2024-05-06,222.87,Late
ea17f411-bf1a-4ed2-9a7f-dc9c27fac6ce,fef26803-113c-4ddb-88aa-847daa8862d2,2024-03-19,2024-05-17,82.57,Paid
b94accb1-162e-40c6-a0df-f5d0c821a654,72688b8c-e402-4114-9441-c3c1cb405757,2025-04-30,2024-04-25,144.96,Paid
9d18ed36-339a-46d7-9cf4-c57e9aa8cb86,e6310510-72f1-4266-b025-ca1b4077f096,2024-01-19,2025-07-14,123.26,Late
d94d23f3-a0ea-4b35-917c-fc3a1683d3b7,d49fe01e-1697-4f03-9e53-7199da7ce3bd,2025-09-08,2025-05-13,140.37,Open
d4b1aad7-e64e-4cda-958b-086b8167214c,de33932e-c5b7-4793-a8bb-6b8f0d71d82d,2024-06-08,2024-01-27,251.82,Open
fe1c76f0-a2e6-41b0-afc3-48c7cfcf6b07,e5b97023-894d-4057-beda-64757fdcd653,2024-07-28,2025-09-28,127.78,Paid
df146bc4-a287-43d0-854b-3dff35197bab,cfc6bb4c-45da-4748-b884-330c0ac3ef93,2024-07-10,2025-10-11,175.76,Paid
48631112-a432-44cd-ac51-69e54fde4b8c,1dc2a605-ca32-4f9a-9bc7-5f57704bd65f,2024-10-28,2024-12-16,335.73,Paid
82520342-43f3-4e6f-859a-e40ec12cec64,2406fb8c-119a-4f2f-bd8e-910e50b7635e,2025-02-06,2024-03-27,259.18,Paid
6665e322-7095-420c-973b-d5030542409e,21412810-ee6c-482e-b8c9-2814d145c269,2024-05-20,2025-04-23,58.96,Paid
695ca4ae-eefc-4f70-a779-a191a6ed3c4e,819f71a6-3762-400c-8ae3-100e4ed81cce,2025-01-31,2025-03-02,215.69,Paid
84603470-08a0-458d-b935-7d1a6bdb04b6,2ca41f59-1116-4931-9062-f16e2c1cbc3e,2024-03-21,2024-08-17,354.68,Paid
dd912300-09c8-4bda-9c5b-8fb8d551fab1,114a6335-3bab-4c84-af69-470713f29204,2024-09-20,2024-07-10,108.07,Paid
1db57cb5-e4ec-4967-83f7-442fd3b47418,7c0e679c-958b-4cdd-9f2a-3cad325419ff,2024-01-29,2024-08-31,229.33,Open
13e7f05d-fae1-4321-8003-e73ca9732b4c,143eae1d-5694-45fd-8c17-711b6e072f6d,2024-06-10,2024-02-08,155.84,Open
65178ec7-6321-44f9-86ac-dcafeafeb018,deffbeff-ce4c-414a-b8c5-d655982729cc,2024-04-22,2024-05-22,180.93,Paid
4aced123-9da2-4bf0-aaf4-f9181c3b55e1,b7a16774-4e4a-493d-8475-d7318b080a69,2025-06-17,2025-02-16,153.61,Paid
e45133e3-26b8-4188-9b8a-7c96e1805395,9c9a7266-7f79-4bfb-a7b7-28d046402925,2024-02-03,2024-05-26,50.17,Paid
274c0a3e-fabc-41fd-b4b8-34cef8b0d7af,249e2856-605d-4a2c-aca5-df557cfc41c5,2025-01-07,2025-01-10,183.63,Disputed
6481845c-aea1-4bb8-8831-058b3ffc2c94,359e389e-73ad-4a9b-8a9d-2b31fca70c8e,2025-09-04,2025-01-28,396.34,Late
dcd727bd-c595-4976-bdde-ff9279f7c062,deac65ea-5589-4f1f-9f27-69758e2a7ac0,2025-08-13,2025-05-05,333.49,Paid
92903ddc-cfbd-45c3-acab-69732c4fec90,851a6ae5-6462-422e-bd83-fa65b7ef38c3,2024-05-16,2024-06-04,82.55,Paid
49a7ec7d-a249-41f6-b53d-a7d9bbe052a8,ba48d788-400f-4cf0-946e-1c91a7cfda58,2024-07-09,2024-12-16,223.05,Paid
9cbe1479-8074-4b0c-8cb4-e58b4f88f2f1,08a18c76-57c7-4130-bbd5-e5ad287011c6,2025-03-30,2025-09-25,237.94,Paid
d9e6b282-e916-451b-9f9f-e6d3cb721791,59f4b7fb-b90c-45a6-9af8-103c21eba7be,2024-01-08,2025-02-18,212.37,Open
70e57830-4384-4426-b26e-d8964a1dd8f2,b7269cd4-4e1b-4c65-b569-3d4f48ea9a9d,2025-06-28,2025-09-17,192.1,Open
d2908db1-4fa6-4c0a-a94d-7c3e134fdd52,845863fe-c714-4b2b-a573-e5bee6291825,2024-05-11,2025-02-17,756.7,Paid
908c1f5e-3d0e-49b8-ae86-2cee36681124,84501146-fc54-4c0a-88d3-6937f84c1c34,2025-02-25,2025-07-12,123.2,Paid
153fafd3-8155-45a2-ad72-fd89b85fcc67,e8cba21d-7d99-47dc-bc85-03fe504ed602,2024-09-04,2024-10-27,83.89,Paid
1a75b58d-707b-460c-9a0d-943f33c2a616,64dc5fd0-94b4-4218-af74-b47709bb464d,2024-07-06,2024-06-02,78.38,Paid
2c8f410e-4096-48b4-a2d7-e5fca8daecf5,6cd749bc-22d2-476b-b9d7-d52111414921,2024-10-10,2024-04-23,129.75,Paid
b508d169-ce0b-4ef1-b74e-6b8cb681f1ef,b95809f7-bcda-42e5-97e6-00426dbec927,2024-01-06,2024-01-19,285.81,Open
26e3232c-0b92-4fed-a816-5927a0757813,853bb6a9-07b2-4141-b921-b3613ae4b618,2024-05-17,2024-05-28,284.6,Paid
8c3f8a82-d610-4ce0-be2e-dc26d5dc1606,6a7cac85-7a85-434c-8088-7a26f01bf978,2025-01-11,2024-06-25,415.92,Paid
29da4bd3-34d6-4c74-a2eb-cfe16cc1a967,7a4dc202-4777-4288-91f3-34e1f39de42d,2025-09-10,2025-04-06,647.21,Open
c5dc02d2-a611-4bfb-bff4-ba188766987d,163655ec-74d7-4574-aa1f-1184aaeb082a,2025-06-08,2024-12-04,203.73,Paid
85cacdc8-4672-405f-95bb-1d156a7b6d6f,75c4ac35-ef43-4690-aad1-ae136cbeda05,2024-05-10,2025-07-19,231.8,Open
890ff02f-1346-4384-bd49-914ae5be5f30,2a530a7a-6e3c-4a8f-926a-b2f0d6d44bd9,2024-09-13,2024-11-13,378.89,Paid
75259b71-7bfd-40b2-a495-7a876f7b342e,d6158d6b-b423-4ed1-83b8-58f17b412bfb,2024-01-21,2024-08-03,122.92,Paid
1822eec2-fdab-408c-a34d-3e43cbb3b911,dcaa5fea-56cd-413e-89f4-665080a64bf7,2025-02-06,2024-05-10,191.67,Paid
99d44ebd-07d8-4867-b7de-6daaa2640a26,48cc515c-e7b8-4929-ad10-72cfe13bd9ac,2024-05-29,2025-03-14,273.37,Paid
f76109df-4bf3-40df-b3d8-e7de4fd106f2,45666000-2687-4701-beb2-b7ea5124209d,2025-03-19,2025-09-11,106.46,Paid
ded65a32-a267-406f-b4bb-020b69378b53,28ea0d80-589d-4f81-95a2-4b378b66c7aa,2024-01-02,2025-07-29,167.88,Paid
f2fb49fe-0d0e-4bd0-bc9b-65ce7fed3303,b24fb150-0452-4b22-a131-83e7d8afb76c,2025-04-28,2024-11-19,66.15,Paid
ef6c6eb9-f869-443f-8f48-f674ff6929bc,30bcdca2-d9f1-4bab-8c0d-49360a9c5e52,2024-12-01,2025-10-01,253.09,Paid
1e2524b3-0103-4052-8901-e9531a36f049,f32f5138-7879-4b3e-aa5a-7f1c95a3ef24,2024-04-12,2024-07-14,37.38,Late
f2f31d14-a5cb-495b-b145-7e369ef8b4a3,d5dfd0f0-2cbc-49b8-8ddb-d5dc722f83e0,2024-04-20,2025-04-16,165.59,Paid
2ddbc039-1d64-46ee-9ff7-a82ef8dfc11c,826e2e24-131e-451e-b328-ce6e1da32e97,2024-08-30,2025-08-14,174.34,Paid
09a1c2f6-0aff-49db-9e1f-e19cc36cb23f,b654c1c1-fd64-4d94-8601-3bfff8ec0248,2025-05-02,2025-08-28,450.13,Paid
e46fc812-11eb-4ea8-b618-b34d90e9d261,35e25e64-d99e-4532-9d36-10f8e7427378,2025-04-29,2024-08-25,122.08,Late
533de9f4-3468-433e-8586-ac1caf75dd7b,8fb91637-8afb-4d01-afce-177a1e2f9e31,2024-01-23,2024-09-11,162.59,Paid
8d507561-6a5f-459a-98f2-be35ec904f20,c9bd4f80-2ddf-4435-8cf1-e3a2abec6b60,2024-08-11,2024-09-30,334.98,Open
a66e5b97-c963-4e4b-82a9-52abd182a2f1,471a6dec-7b7d-4415-a1cb-e270cb22ee70,2025-06-02,2025-03-13,169.12,Late
b955b843-54f7-4b73-aa60-e7a98abfacfe,c7fc583a-c745-4522-960d-c50161e1fc71,2025-01-16,2024-01-21,76.39,Open
e276671f-6621-4e8e-bcd7-080b2d0e6d58,c9bd4f80-2ddf-4435-8cf1-e3a2abec6b60,2025-07-13,2025-09-02,167.91,Paid
1195c177-9709-4456-9326-f63e16d63825,f7821663-a9d9-4bfb-a096-a3e15dc715b1,2025-02-25,2024-04-03,79.23,Paid
2057717f-427b-4cf2-9506-3a8aeba0aa72,3cd432f5-40a8-4790-ab3b-d6c01a61d572,2024-02-01,2025-04-15,164.32,Paid
34f8a75c-24e4-4b5f-8a41-90c974d383d1,2af85354-ee06-4f66-8671-68961150effe,2024-09-30,2024-05-04,240.64,Paid
28ddde21-737f-449f-bf77-7f4240eea312,003ed277-a7de-49b1-ae95-fe7188ce02d0,2024-07-26,2024-11-22,164.72,Paid
a4426423-6286-41c4-8e5e-45b4b5916a96,b09c5619-bc44-4101-b0f0-c05078eb62ff,2024-12-11,2024-11-17,214.19,Late
eec67fe1-b82a-4478-b5c1-502a69ff8378,7f969200-f232-478d-840d-5cedfa7523aa,2024-07-21,2024-08-05,13.07,Open
c851fa74-f28e-4259-9322-2f4049d66959,f00daac9-e10f-41b9-b772-d08283610a09,2024-02-18,2025-03-05,88.61,Paid
d9c5e166-d82d-43b9-9267-48e77daf05c9,a2024d1a-f31b-4618-a524-9f60a21c8984,2025-07-05,2024-12-03,340.02,Paid
8026e3b4-3891-429a-b7f8-8941b93bb05b,75063c02-0a54-4ce5-bef6-f6c8fb9df55b,2024-12-10,2024-10-09,215.06,Late
3cd22016-be18-4bce-8a23-cf0789f9f616,d42ed1f2-457f-429e-969c-d836f9ffb9f9,2024-04-30,2025-04-09,54.59,Late
d0baffcc-dfa0-4d49-9880-c32a1f2590e6,a7e724d7-2ec6-4e85-99fb-c522f3bba8d1,2024-01-23,2025-09-09,91.97,Paid
119438f3-725a-4b79-bf7c-75f9880e51d9,c61f2180-7af0-4841-9cf3-e66d3a29eaef,2024-02-05,2025-03-22,326.0,Paid
26ac22ae-54dc-44c7-8cfc-8d8441b7c416,944a60db-c7f8-456e-9965-bd4ec4474d15,2024-02-20,2024-09-25,391.07,Paid
31f88a93-9c03-48d5-8902-716f613d83a8,3bbb942b-664c-4fde-add6-e7290c3a5900,2024-12-12,2024-10-05,255.57,Disputed
c865c2a5-e9bc-46e5-aeae-fcf3cfbaf554,c027b074-3e90-4a93-8428-24a9a9a69544,2025-03-20,2024-05-30,18.71,Paid
3a55b745-2d54-40fe-8354-16912c5c5478,37b3d61b-3cef-431c-b402-b9ea8cead6cd,2024-08-06,2025-04-21,331.65,Paid
fc81fd7b-89e3-4779-a85f-173e31cf2aec,b1a030b8-fc27-4a55-a4e1-e69220da2a3d,2024-05-06,2024-07-27,59.81,Paid
1f952c6b-2cec-4a27-8b56-e24044c3db0f,2be5252c-7437-4bd3-a846-da92927e469f,2024-10-11,2024-02-18,280.73,Paid
bd32701d-df7a-4911-a413-78e0551d2dc2,275a06d7-7153-4486-84fa-7070f77a3fc8,2024-06-04,2024-04-16,151.75,Paid
63d2c60e-1db0-491a-8003-5953156a2363,6444c5b4-6cee-4e23-9c84-eb2b547fb07b,2024-08-21,2024-08-09,154.8,Paid
f03c0fe8-8a92-4b82-8cda-643adaf23efa,071751fd-93f8-42e7-a162-cad4a1f55353,2024-04-19,2024-07-06,268.97,Paid
43b9b1fc-5b84-4c55-acd3-97cd8dd03170,3293130d-a750-448a-a9d7-0a93b8de8944,2024-04-18,2025-07-18,227.84,Paid
c9cc3b00-b92c-4629-b9b0-3508d59a96fe,886834e4-dabd-49f6-af32-416f04a8b0a4,2024-02-20,2025-10-04,158.9,Paid
96fe8b10-7c90-4787-aaf9-cabd243153e7,dc1e94df-832c-486f-bef6-dc34b659e862,2024-03-30,2025-03-21,178.22,Open
55d261e6-e98b-4e55-8c35-9d968a9256ee,136b805a-8a88-4acb-b721-4762875a5922,2025-07-31,2025-07-31,266.22,Open
d5381a55-a54d-4b1a-9a49-4b4797c287b8,5f1cbd2e-3df4-48bc-85a4-455de496f372,2024-03-17,2024-05-20,157.98,Paid
8406f6ee-dfa7-4886-952b-a2ffde2a31eb,e8bfec41-e2d8-4ff3-b6f5-1f8f1f61dd84,2025-07-13,2024-05-02,268.14,Disputed
09dc84f5-dd5e-4033-a2ac-c3b2fa249b23,de11e4f3-7b1a-4422-a69d-8d44df4890a6,2025-03-25,2024-03-16,173.78,Late
b0900b41-0140-45a2-b492-dd7e4d088305,41a6fc96-c394-4409-9acc-26af3373fc4a,2025-05-31,2024-07-02,238.38,Open
df1f47e8-5be6-47bd-b10b-7fb861bf188c,7aa7a884-56fe-4719-b0d6-faa397389f51,2025-08-15,2025-02-22,308.2,Paid
3ebfb264-386f-4708-b4d7-c5bc5c2227da,529460cc-25a1-4725-acd2-57da1844df6d,2025-07-22,2025-04-02,267.63,Open
b1db207f-31f6-4b6f-bd64-486c0c7e8cae,869ee159-62e6-4584-86d5-acc835be2cdf,2024-06-13,2025-06-18,246.52,Open
f046c9cf-e137-44cc-b6d6-9f714ca7fc48,3303e0f8-358e-4444-977e-ae03c6b5c69f,2025-06-19,2024-07-18,310.56,Paid
751c692a-e481-48c6-aec8-33244da85a2b,92428a3f-2116-4ece-87a2-d990a61b550b,2025-06-12,2024-02-14,296.44,Paid
585c2e7d-c723-495a-a2ca-79eae7b8bab1,8d28d6f8-a3cd-411c-8960-17377a7ab3ff,2025-07-01,2024-04-18,61.36,Open
66951dc1-285a-4535-a63e-2d8978165ad5,f0d1fdf1-b605-4376-ada4-28a923c8ea76,2025-01-10,2025-04-16,82.17,Paid
26aea282-6952-415a-9801-b2cc3628e01a,7a4086f8-8472-4fb3-8ea1-ebf1125d8a6d,2024-02-01,2024-09-29,328.98,Paid
0c58b2b8-11d6-4b3b-b52a-c02ddf793aef,4335a6a9-2d30-46cd-a65f-201f6bc99a7c,2025-05-10,2024-06-28,304.87,Late
751de9db-153a-4a1f-9563-ab511db4e9f9,cb505d4c-3062-4bdc-955b-a0354946b73f,2025-02-20,2025-07-31,307.02,Late
2486cb3c-d7e8-4110-ba45-39b3daec893c,b980d559-00da-4be5-9f20-37c0d556ab66,2024-03-31,2025-09-16,91.27,Late
8bfd9c97-7cce-4ade-ab12-e477d49ac9d9,bd575e9f-8eb2-4f32-802b-4635c568a5dc,2025-04-06,2025-02-18,836.31,Paid
31e4a059-90f5-4749-a29a-ce2c4514c2bb,f790bed7-261b-468f-896b-69a9292df674,2024-10-20,2025-10-02,287.89,Open
d7d05110-53a5-4661-82ba-29d93d6d2172,03229275-0cb9-460f-affa-2e7aaf803cce,2025-08-11,2025-03-25,186.18,Open
671b8a79-6437-47bb-9b0e-9bdb4e62ca5f,2e73af43-89b1-4f73-848e-96cf0fb62c0a,2025-01-30,2024-12-07,303.82,Open
920d96aa-4f10-4849-9573-4e6920e9651e,83573040-59de-4645-8cc9-69108f54f995,2025-09-02,2024-11-06,428.62,Paid
0bbf859f-09f2-4842-91b3-56e28c6da787,5ac0f4f7-1ad3-4265-8afa-560c2280adf1,2025-06-07,2024-12-22,168.67,Paid
d5578c49-cb74-4c44-a6a8-2cd44460d6a2,9497055b-2826-4bc3-93ae-64205b97f564,2025-05-03,2024-09-09,254.64,Paid
31b26efd-5fed-41a6-9c7f-1615a4769098,a7b1b4d3-cfb3-4792-9839-e054c6c7159e,2025-06-02,2025-03-04,73.02,Open
0865a30e-2638-407e-8f91-681b611f5e76,d9ccd79e-7519-4bf3-923e-078148c24fa6,2025-08-29,2024-08-04,94.67,Late
1a7699be-b6c6-47f7-b7c0-005c753da23a,75b542f9-44f2-4245-9f1d-70f68fc70a0d,2024-10-05,2025-02-16,172.75,Paid
56c2b7ae-b4f9-479a-883b-7f970c4b6c56,7031255c-f094-4c77-84fe-cdb66699f6c2,2025-04-05,2024-06-17,248.47,Paid
279fb698-bea2-4753-8a7d-05d4698c2e47,71d3c9df-f86c-451b-9d7d-a5d0fe5af27a,2025-04-24,2025-03-30,69.34,Paid
79279964-7346-4e7a-b715-ecc93bb663fd,03a2ed03-fa85-4bf1-ada4-4f3b41706b1f,2025-08-31,2024-05-18,295.63,Paid
3749c179-a572-4b7d-8b0b-3365136101db,b5ef9ddc-077d-499d-9863-257b81c900a5,2024-04-22,2024-12-18,94.81,Paid
f8b895b3-9933-4748-ad2d-73e1f97df50f,8a9f1168-08e7-4097-8cf7-9849b47bb9a3,2025-04-16,2025-02-25,138.67,Paid
3fdcc06c-97b5-4cc7-9e63-f3fe4a72ad8f,1ba2120d-59d7-4686-9f62-b7938c55f41a,2024-08-10,2025-01-26,113.01,Paid
18c1d368-7959-4784-ae46-0c8ffb70741c,2e2043af-1a47-48dd-bc55-366bffc44c88,2025-02-08,2025-07-15,73.1,Open
dc824ad4-a2d6-499d-b359-94afe63221d4,bd575e9f-8eb2-4f32-802b-4635c568a5dc,2025-08-13,2024-06-03,319.32,Paid
25507924-25b7-4f73-a3d0-51c0ccd17316,37d417ed-1062-4f9a-b153-fedbcf7af96f,2024-07-15,2024-06-24,22.09,Paid
d54d490e-dc8e-4e25-a774-56b0146a9836,7b012521-6f1d-4bef-8d08-a9e36fb38ba6,2025-08-09,2024-12-07,113.34,Open
447f8424-2249-48e3-ada6-c3f9e0577643,c0599fe6-143b-4c11-9460-c29406025061,2025-06-25,2024-12-05,417.13,Paid
ad47ce27-e93c-421f-8ab1-fe7662439d87,d41b5966-73bb-4394-9343-237ea956a131,2024-06-17,2025-09-08,74.57,Open
cbcdea04-07c5-44ee-a33d-f254c28fc604,973682e1-7010-4f97-acc3-06a1af22f0d5,2024-03-15,2024-08-20,56.4,Paid
d4e3a187-ee30-4dd5-9986-42f07cc6e1ab,cc4374c3-4847-406f-adb3-dd3db54f4dc5,2024-12-20,2024-04-23,44.28,Paid
b4fe6a69-98fe-4164-a049-929cfdf9695f,3ca80d9d-6587-46dd-930d-489e3de652c1,2024-09-30,2025-09-06,27.04,Paid
0cf443d6-8a80-4f1e-b48f-7a02ac4fefad,0a8ce87f-29e1-4e0f-9716-22a102a668ce,2024-12-02,2024-09-06,41.5,Paid
b854a934-9f8e-468e-862d-679c340d68f2,91353e2e-e73a-446c-b4aa-c6dd37dd7cf1,2024-07-01,2024-11-09,163.72,Late
8d86687b-0dcc-4ebe-8b10-5cc3e1cb6e9f,42dbc205-0b41-4de2-a4b0-d4f11de22f6f,2025-04-16,2024-06-06,287.97,Paid
2012d707-bdd0-4c97-98c2-7feb5eb6425c,c5a1f15f-a287-41bd-aa19-772f06999c43,2024-04-18,2024-02-24,185.77,Paid
31a81990-18cc-40f4-b97d-d8aba3229213,7c91f9a4-4091-4588-9e25-2bfc332650d2,2025-07-31,2025-02-03,115.56,Open
f0fa6bcc-5621-4c68-ac11-07d9d133ddf3,10d82bbe-809a-4cdf-a74d-47690d00383e,2025-07-13,2024-11-26,87.01,Paid
a8a0811a-00da-4225-99c6-fcc64d9d30df,7458c7aa-f9a3-4ede-b181-c86d3cd62a68,2025-05-28,2025-07-02,153.25,Paid
3c827db7-e2f5-45dc-810a-383281a97256,330afab6-867e-49d9-8737-f810c120d858,2024-03-25,2025-08-30,110.48,Paid
dcd03906-d24e-435c-9d7c-5800878390f7,1caa3fb6-fae5-4944-ac68-e5ea15904981,2024-02-29,2024-08-15,271.76,Paid
84a5035c-3f29-4bd5-b76e-9192956bf48b,56e08200-bf0e-4202-a658-a89c482ca630,2025-04-12,2024-08-29,129.25,Late
35994ced-18d5-4fb9-a273-60e269023ea0,b1e3bfba-e71c-4e22-892e-d331eb0d86dc,2025-08-04,2025-03-07,210.41,Paid
